Subject,Object,Relationship
treating,cancer,dobj
treating,casualties,dobj
treating,company,nsubj
trust,Australia,nsubj
trusted,he,nsubj
trust,you,nsubj
trust,who,nsubj
trust,trade,dobj
trust,doctor,dobj
trumped,who,nsubj
trim,parts,dobj
trumped,odds,dobj
trump,deal,dobj
troubled,which,nsubj
troubled,him,dobj
triumphed,Pallavi,nsubj
tripled,it,nsubj
tripled,base,dobj
trusted,she,nsubj
trusted,staff,dobj
try,EU,nsubj
try,I,nsubj
trying,lawyers,nsubj
trying,he,nsubj
trying,family,nsubj
trying,country,nsubj
trying,companies,nsubj
trying,Scientists,nsubj
trying,Microsoft,nsubj
trying,Ko,nsubj
trying,He,nsubj
try,we,nsubj
try,us,nsubj
try,they,nsubj
try,something,dobj
try,doctors,nsubj
try,We,nsubj
trimming,losses,dobj
triggering,protest,dobj
treating,haemorrhaging,dobj
tried,Borchardt,nsubj
tried,authorities,nsubj
tried,attackers,nsubj
tried,activists,nsubj
tried,Razan,nsubj
tried,Officer,nsubj
tried,I,nsubj
tried,Comfort,nsubj
trekked,they,nsubj
triggered,statement,nsubj
trekked,Himalayas,dobj
treating,who,nsubj
treating,which,dobj
treating,them,dobj
treating,she,nsubj
treating,journalists,dobj
treating,infants,dobj
tried,crowd,nsubj
tried,economies,nsubj
tried,hardest,dobj
tried,people,nsubj
triggered,scrutiny,dobj
triggered,reactions,dobj
triggered,partnership,nsubj
triggered,outpouring,dobj
triggered,disruption,nsubj
triggered,criticism,dobj
trigger,billion,dobj
tries,he,nsubj
tries,He,nsubj
tried,you,nsubj
tried,who,nsubj
tried,university,nsubj
tried,they,nsubj
tried,products,dobj
tried,pretzel,dobj
transfer,data,dobj
transfer,businesses,nsubj
trying,researchers,nsubj
took,path,dobj
took,replacement,nsubj
took,premier,nsubj
took,power,dobj
took,post,dobj
took,platform,dobj
took,place,dobj
took,photos,dobj
took,passengers,dobj
took,responsibility,dobj
took,part,dobj
took,paramedics,dobj
took,over,nsubj
took,offences,nsubj
took,months,dobj
took,minutes,dobj
took,meeting,nsubj
took,research,dobj
took,sales,nsubj
training,return,dobj
took,star,nsubj
took,things,nsubj
took,they,nsubj
took,them,dobj
took,that,nsubj
took,taxi,dobj
took,stride,dobj
took,statements,dobj
took,stand,dobj
took,scholarship,dobj
took,stance,dobj
took,space,dobj
took,son,nsubj
took,soldiers,dobj
took,she,nsubj
took,selfies,dobj
took,school,nsubj
took,liking,dobj
took,it,nsubj
took,aim,dobj
took,career,nsubj
took,care,dobj
took,bus,dobj
took,break,dobj
took,blogger,nsubj
took,billing,nsubj
took,better,dobj
took,advantage,dobj
took,irregularity,nsubj
took,actions,dobj
took,Wong,dobj
took,We,nsubj
took,Vendor,nsubj
took,Transmission,nsubj
took,Thunderbird,nsubj
took,Tan,nsubj
took,case,dobj
took,cent,dobj
took,class,dobj
took,cleaner,nsubj
took,hours,dobj
took,hit,dobj
took,him,dobj
took,hikes,dobj
took,her,dobj
took,he,nsubj
took,group,nsubj
took,gems,dobj
took,flight,dobj
took,fight,nsubj
took,dig,dobj
took,demon,nsubj
took,control,dobj
took,company,dobj
took,co,nsubj
took,throne,dobj
took,time,dobj
took,trip,dobj
tracked,vehicle,dobj
trade,users,nsubj
trade,tokens,dobj
trade,stocks,dobj
trade,futures,dobj
tracks,price,dobj
tracking,shootings,dobj
tracking,price,dobj
tracked,that,nsubj
track,sets,dobj
tracked,researchers,nsubj
tracked,police,nsubj
tracked,path,dobj
tracked,orders,dobj
tracked,defence,nsubj
tracked,children,dobj
track,that,nsubj
traded,cent,dobj
traded,shares,nsubj
trades,Britain,nsubj
trading,China,nsubj
training,operations,dobj
training,models,dobj
trained,that,nsubj
trained,she,nsubj
train,they,nsubj
train,them,dobj
train,models,dobj
train,controllers,dobj
trail,they,nsubj
trail,1,dobj
trail,0,dobj
trail,-,dobj
trafficked,ring,nsubj
trafficked,quantities,dobj
trading,stock,nsubj
track,some,dobj
track,location,dobj
took,turn,dobj
topped,He,nsubj
totalled,sum,nsubj
totalled,pounds,dobj
toppled,redwoods,dobj
toppled,it,nsubj
topple,him,dobj
topping,it,dobj
topped,chart,dobj
took,years,dobj
traced,origins,dobj
took,workers,nsubj
took,who,nsubj
took,which,nsubj
took,weeks,dobj
took,volunteer,nsubj
took,vials,dobj
took,us,dobj
totalled,trade,nsubj
totalled,words,dobj
totalling,"430,600",dobj
totalling,"5,200",dobj
trace,whereabouts,dobj
trace,report,dobj
touting,Celsius,dobj
touted,cream,nsubj
toured,sites,dobj
touched,high,dobj
touched,her,dobj
touched,he,nsubj
touched,hair,dobj
touch,team,dobj
touch,granddaughter,dobj
totals,amount,nsubj
totals,1.5bn,dobj
totalling,payouts,nsubj
totalling,RM2.8,dobj
trying,reaction,dobj
trying,some,nsubj
used,facilities,dobj
upheld,Board,nsubj
upload,information,dobj
upholding,Order,dobj
upheld,that,dobj
upheld,responsibility,dobj
upheld,people,nsubj
upheld,decision,dobj
upheld,Court,nsubj
upgraded,relations,dobj
uploaded,Nick,nsubj
upgraded,Vietnam,nsubj
upgrade,relations,dobj
upgrade,operations,dobj
upgrade,agreement,dobj
update,memorandum,nsubj
update,family,dobj
unveiled,sportswear,nsubj
upload,picture,dobj
uploaded,album,dobj
undertaking,She,nsubj
urged,He,nsubj
urged,regulator,nsubj
urged,it,nsubj
urged,investigation,dobj
urged,funds,dobj
urged,community,dobj
urged,Rompuy,nsubj
urged,Italy,dobj
urge,community,dobj
uprooted,Stanton,nsubj
urge,We,nsubj
urge,Korea,dobj
upskill,enterprise,dobj
upset,him,nsubj
uprooted,theory,nsubj
uprooted,lives,dobj
uprooted,centuries,dobj
unveiled,smartphone,dobj
unveiled,proposals,dobj
unveiled,outfits,dobj
underwent,procedures,dobj
underwent,who,nsubj
underwent,they,nsubj
underwent,surgery,dobj
underwent,she,nsubj
underwent,series,dobj
underwent,scan,dobj
underwent,rounds,dobj
underwent,operation,dobj
unveiled,brand,nsubj
underwent,he,nsubj
underwent,Tashiro,nsubj
underwent,MRI,dobj
underwent,He,nsubj
underwent,Hafeez,nsubj
undertaking,investigation,dobj
undertaking,duties,dobj
unearthed,investigations,nsubj
unearthed,wrongdoing,dobj
unfolded,It,nsubj
unfolded,appeal,nsubj
unveiled,Singapore,nsubj
unveiled,Pizza,dobj
unveiled,Huawei,nsubj
unveiled,Garland,nsubj
unveiled,Cheesy,dobj
unveil,collaboration,dobj
unravelled,Relations,nsubj
unravel,mysteries,dobj
unravel,deal,dobj
unlocked,genome,dobj
unlocked,Researchers,nsubj
unleashed,war,dobj
unleashed,it,nsubj
unjust,sanctions,dobj
unite,opposition,dobj
urged,she,nsubj
urged,ties,dobj
urged,youth,dobj
use,technologies,dobj
use,which,dobj
use,weapons,dobj
use,we,nsubj
use,vouchers,dobj
use,things,nsubj
use,they,nsubj
use,that,nsubj
use,sources,dobj
use,opportunity,dobj
use,some,dobj
use,software,dobj
use,results,dobj
use,powders,dobj
use,platform,dobj
use,plate,dobj
use,plants,nsubj
use,who,nsubj
use,you,nsubj
used,Biden,nsubj
used,connections,dobj
used,carrier,nsubj
used,card,dobj
used,baton,dobj
used,airport,dobj
used,aircraft,nsubj
used,What,dobj
used,Venezuela,nsubj
used,Takahashi,nsubj
used,Shah,nsubj
used,Russia,nsubj
used,Rashid,nsubj
used,Lee,nsubj
used,I,nsubj
used,Chia,nsubj
use,photosynthesis,dobj
use,more,dobj
urging,Fernandes,dobj
use,artists,nsubj
use,collaboration,nsubj
use,cases,dobj
use,capital,dobj
use,butter,dobj
use,businesses,nsubj
use,blessings,dobj
use,bank,nsubj
use,approach,dobj
use,money,dobj
use,We,nsubj
use,OCBC,nsubj
use,Malaysia,nsubj
use,It,nsubj
use,ICAA,nsubj
use,AI,dobj
urging,it,dobj
use,content,dobj
use,data,dobj
use,doctors,nsubj
use,documents,dobj
use,methods,nsubj
use,logo,dobj
use,line,nsubj
use,laws,dobj
use,land,dobj
use,kia,dobj
use,it,nsubj
use,information,dobj
use,huts,dobj
use,hackers,nsubj
use,genocide,dobj
use,funds,dobj
use,equipment,dobj
use,environment,dobj
use,drugs,dobj
undertaking,courses,dobj
undertaking,Region,nsubj
trying,that,nsubj
ultralight,aerogel,dobj
underestimate,determination,dobj
uncovered,trades,dobj
uncovered,region,dobj
uncovered,ingredients,dobj
uncovered,authorities,nsubj
uncovered,They,nsubj
uncovered,Findings,nsubj
twins,Nelson,dobj
undergo,B,nsubj
tweeted,wife,nsubj
tweeted,who,nsubj
tweeted,Zeyoudi,nsubj
tweeted,Flores,nsubj
tweeted,Coin,nsubj
tweaked,prices,dobj
tweaked,outlet,nsubj
underestimate,they,nsubj
undergo,Members,nsubj
undertakes,procurement,dobj
undergo,treatments,dobj
undergoing,investigations,dobj
undergoing,consolidation,dobj
undergoing,chemotherapy,dobj
undergoing,blood,dobj
undergoing,She,nsubj
undergoing,Charles,nsubj
undergo,upgrade,dobj
undergo,treatment,dobj
undergo,cleansing,dobj
undergo,tests,dobj
undergo,surgery,dobj
undergo,screening,dobj
undergo,process,dobj
undergo,procedure,dobj
undergo,order,dobj
undergo,dialysis,dobj
turns,who,nsubj
turns,it,nsubj
turns,Tainaky,nsubj
turned,Afghanistan,dobj
turned,artist,nsubj
turned,She,nsubj
turned,Modi,nsubj
turned,Leyes,nsubj
turned,Hussein,nsubj
turned,Green,nsubj
turned,Erdogan,nsubj
turned,30,dobj
turns,Birtwistle,nsubj
turned,28,dobj
turned,12,dobj
turn,which,nsubj
turn,products,dobj
tuned,400,nsubj
tumbled,which,nsubj
trying,we,nsubj
turned,back,dobj
turned,breaker,dobj
turned,businesses,nsubj
turned,he,nsubj
turns,18,dobj
turns,100,dobj
turning,them,dobj
turning,heat,dobj
turning,administration,nsubj
turned,who,nsubj
turned,which,nsubj
turned,they,nsubj
turned,shop,dobj
turned,scar,nsubj
turned,one,nsubj
turned,media,nsubj
turned,it,nsubj
turned,hotels,nsubj
turned,himself,dobj
undergoing,markets,nsubj
undergoing,player,nsubj
undergoing,procedure,dobj
understand,people,nsubj
understanding,Cabrera,nsubj
understand,users,dobj
understand,things,dobj
understand,that,dobj
understand,teachers,dobj
understand,preferences,dobj
understand,physiology,dobj
understand,obesity,dobj
understand,advertisers,nsubj
understand,needs,dobj
understand,me,dobj
understand,lot,nsubj
understand,levels,dobj
understand,it,dobj
understand,impact,dobj
understand,he,nsubj
understanding,needs,dobj
understanding,obesity,dobj
understands,AAP,nsubj
understands,Times,nsubj
undertakes,DRA,nsubj
undertaken,flurry,dobj
undertaken,He,nsubj
undertake,that,dobj
undertake,policies,dobj
undertake,investigation,dobj
undertake,efforts,dobj
undertake,citizen,nsubj
undertake,We,nsubj
undertake,Manager,nsubj
understood,things,dobj
understood,people,nsubj
understood,he,nsubj
understood,We,nsubj
understood,I,nsubj
understand,ecosystem,dobj
understand,We,nsubj
undergoing,she,nsubj
underlined,move,nsubj
undermine,that,nsubj
undermine,sales,nsubj
undermine,interests,dobj
undermine,democracy,dobj
underlining,divisions,dobj
underlines,instance,nsubj
underlined,role,dobj
undergraduate,psychology,nsubj
understand,Vimont,nsubj
undergraduate,University,nsubj
undergone,scans,dobj
undergone,he,nsubj
undergoing,treatments,dobj
undergoing,treatment,dobj
undergoing,tests,dobj
undergoing,surgery,dobj
undermines,all,dobj
undermining,support,dobj
underperforming,peers,dobj
underscore,Beijing,dobj
understand,I,nsubj
underscoring,divide,dobj
underscores,that,nsubj
underscores,perspective,dobj
underscores,determination,dobj
underscores,chip,nsubj
underscored,thousands,dobj
underscored,struggles,nsubj
underscored,story,nsubj
underscored,significance,dobj
underscored,frustrations,dobj
underscore,up,dobj
underscore,ties,dobj
underscore,investment,nsubj
underscore,agreements,nsubj
took,Swift,nsubj
took,She,nsubj
took,Rahim,nsubj
tells,Widyanty,nsubj
tells,what,dobj
tells,us,dobj
tells,story,dobj
tells,me,dobj
tells,local,nsubj
tells,heart,nsubj
tells,each,nsubj
tells,Travel,dobj
tempered,refusal,nsubj
tells,Gee,nsubj
tells,CNA,dobj
tells,Bar,nsubj
tells,Amber,nsubj
tells,8days.sg,dobj
telling,workers,dobj
telling,stories,dobj
tempered,jubilation,dobj
tempering,impact,dobj
teach,generations,dobj
terminated,programme,dobj
test,clients,nsubj
test,ability,dobj
test,Web3,dobj
terrorizing,population,dobj
terrorising,which,nsubj
terrorising,communities,dobj
terminated,some,nsubj
terminated,him,dobj
tend,members,nsubj
terminated,employer,nsubj
termed,report,dobj
termed,launch,dobj
termed,ambassador,nsubj
tends,This,nsubj
tends,Bernard,nsubj
tend,patients,nsubj
telling,staff,dobj
telling,people,dobj
telling,magazine,dobj
teamed,company,nsubj
tearing,copy,dobj
teaming,agency,nsubj
teaming,PUB,nsubj
teamed,that,dobj
teamed,it,nsubj
teamed,he,nsubj
teamed,exchange,nsubj
teamed,Singapore,nsubj
telling,judges,dobj
teaching,who,nsubj
teach,those,dobj
teach,students,dobj
teach,professionals,dobj
teach,language,dobj
teach,it,dobj
teach,historians,nsubj
tearing,leaf,dobj
tears,it,nsubj
teasing,China,dobj
tell,Britain,nsubj
telling,him,dobj
telling,event,dobj
telling,daughter,dobj
telling,countries,dobj
telling,consumers,dobj
telling,He,nsubj
tell,you,dobj
tell,they,nsubj
tell,them,dobj
tell,me,dobj
tell,detail,dobj
tell,dad,dobj
tell,Union,dobj
tell,Museum,dobj
tell,I,nsubj
test,formulation,dobj
test,methods,dobj
test,technology,dobj
thinking,I,nsubj
thought,We,nsubj
thought,She,nsubj
thought,Lee,nsubj
thought,I,nsubj
thinks,software,nsubj
thinks,official,nsubj
thinks,models,dobj
think,you,nsubj
think,I,nsubj
think,we,nsubj
think,me,nsubj
think,individuals,nsubj
think,everybody,dobj
think,You,nsubj
think,We,nsubj
think,People,nsubj
thought,couple,dobj
thought,he,nsubj
thought,man,nsubj
thought,she,nsubj
threatening,us,dobj
threatening,rebound,dobj
threatening,pricing,nsubj
threatening,future,dobj
threatening,businesses,nsubj
threatening,brushstrokes,nsubj
threatening,US,nsubj
threatened,that,nsubj
threatened,safety,dobj
threatened,government,nsubj
threatened,States,nsubj
threaten,that,nsubj
threaten,security,dobj
thought,who,nsubj
thought,which,dobj
think,Kim,nsubj
thicken,tissues,nsubj
test,ties,dobj
testified,Sun,nsubj
testing,doors,dobj
testing,commuter,nsubj
testify,founder,nsubj
testified,who,nsubj
testified,father,nsubj
testified,experts,nsubj
testified,expert,nsubj
testified,Gladyshev,nsubj
theorised,displaces,dobj
testified,Chew,nsubj
tested,total,nsubj
tested,technology,dobj
tested,she,nsubj
tested,people,nsubj
tested,hearing,nsubj
tested,Vesta,nsubj
testing,purposes,dobj
testing,that,dobj
testing,ups,nsubj
texted,Marubo,nsubj
theorised,They,nsubj
thawing,relations,dobj
thawing,permafrost,dobj
that,reality,nsubj
that,Member,nsubj
thanked,people,dobj
thanked,fans,dobj
thanked,backers,dobj
thanked,Shakira,nsubj
thanked,Gou,nsubj
thank,team,dobj
thank,Ong,dobj
thank,I,nsubj
texted,weakening,nsubj
texted,Townsend,dobj
teach,him,nsubj
teach,elders,nsubj
took,Paige,nsubj
taking,place,dobj
taking,stake,dobj
taking,spirits,dobj
taking,sides,dobj
taking,shop,dobj
taking,shoes,dobj
taking,quantities,dobj
taking,project,dobj
taking,pictures,dobj
taking,subsidiary,nsubj
taking,part,dobj
taking,ownership,dobj
taking,operations,dobj
taking,name,dobj
taking,months,dobj
taking,medicine,dobj
taking,medication,dobj
taking,steps,dobj
taking,technology,dobj
teach,I,nsubj
talk,her,dobj
talking,Maniguaje,nsubj
talked,we,nsubj
talked,couples,nsubj
talked,I,nsubj
talk,we,nsubj
talk,somebody,nsubj
talk,partner,nsubj
talk,Levitte,nsubj
taking,that,dobj
talk,I,nsubj
taking,witness,dobj
taking,who,nsubj
taking,we,nsubj
taking,videos,dobj
taking,total,dobj
taking,they,nsubj
taking,measures,dobj
taking,it,nsubj
taking,input,dobj
taking,France,dobj
taking,Shopify,nsubj
taking,Risdiplam,dobj
taking,Mona,nsubj
taking,Mission,dobj
taking,MPs,nsubj
taking,He,nsubj
taking,GIC,nsubj
taking,Batwa,nsubj
taking,himself,dobj
takes,year,dobj
takes,which,nsubj
takes,that,nsubj
takes,seat,dobj
takes,school,nsubj
takes,scent,nsubj
takes,outlet,nsubj
taking,Taiwan,dobj
taking,We,nsubj
taking,Xiaxue,nsubj
taking,Zolgensma,dobj
taking,her,dobj
taking,he,nsubj
taking,government,nsubj
taking,field,nsubj
taking,elections,nsubj
taking,debt,dobj
taking,control,dobj
taking,clips,dobj
taking,classes,dobj
taking,break,dobj
taking,beans,dobj
taking,bananas,dobj
taking,bags,dobj
taking,approach,dobj
taking,advantage,dobj
talking,We,nsubj
talking,Wu,nsubj
talking,he,nsubj
targeting,Washington,nsubj
targeting,infrastructure,dobj
targeting,industry,dobj
targeting,individuals,dobj
targeting,forces,dobj
targeting,elections,dobj
targeting,civilians,dobj
targeting,brand,nsubj
targeting,Singaporeans,dobj
targeted,civilians,dobj
targeting,Muslims,dobj
targeting,It,nsubj
targeted,women,dobj
targeted,system,dobj
targeted,measures,nsubj
targeted,it,nsubj
targeted,individuals,dobj
targeting,institutions,dobj
targeting,kids,dobj
targeting,officials,dobj
targeting,people,dobj
taught,her,dobj
taught,he,nsubj
taught,architecture,dobj
taught,Yeoh,nsubj
taught,Leona,nsubj
taught,Chew,nsubj
taste,you,nsubj
taste,themselves,dobj
taste,pepper,dobj
targets,which,nsubj
targets,repression,dobj
targets,profits,dobj
targets,entities,dobj
targets,action,nsubj
targeting,programme,dobj
targeted,company,dobj
targeted,banks,dobj
talking,his,nsubj
tap,market,dobj
target,crimes,dobj
target,civilians,dobj
target,athletes,dobj
tapping,supplies,dobj
tapped,Cohesity,nsubj
tapped,Chase,dobj
tap,marketplace,dobj
tap,infrastructure,dobj
targeted,Washington,nsubj
tap,firm,nsubj
tap,customers,dobj
tap,Lazada,nsubj
tampered,employee,nsubj
talks,Cuaran,nsubj
talking,we,nsubj
talking,sister,nsubj
target,entities,dobj
target,figures,dobj
target,fuel,dobj
target,individuals,dobj
targeted,They,nsubj
targeted,System,dobj
targeted,States,nsubj
targeted,He,nsubj
targeted,Group,dobj
targeted,Department,nsubj
targeted,Australia,nsubj
target,users,dobj
target,strikes,nsubj
target,sanctions,nsubj
target,residence,dobj
target,measures,nsubj
target,me,dobj
target,locations,dobj
target,law,nsubj
threatens,It,nsubj
threatens,dispute,nsubj
threatens,that,nsubj
told,authority,dobj
told,complainant,nsubj
told,company,nsubj
told,committee,dobj
told,ceremony,dobj
told,brother,nsubj
told,broadcaster,dobj
told,agency,dobj
told,court,dobj
told,actress,nsubj
told,Zhen,nsubj
told,Zhang,dobj
told,Zerbi,nsubj
told,Zakharova,nsubj
told,Xiaohong,nsubj
told,Winkfield,nsubj
told,conference,dobj
told,daughter,dobj
threatens,warming,dobj
told,finalist,nsubj
told,her,dobj
told,hearing,dobj
told,headhunter,nsubj
told,head,nsubj
told,he,nsubj
told,grass,nsubj
told,grandparents,nsubj
told,father,nsubj
told,director,nsubj
told,family,dobj
told,executives,nsubj
told,executive,nsubj
told,enough,dobj
told,employees,dobj
told,employee,nsubj
told,doctors,nsubj
told,Winfrey,dobj
told,Wenders,nsubj
told,Wang,dobj
told,Sports,dobj
told,Tan,nsubj
told,TV,dobj
told,TODAY,dobj
told,Sun,nsubj
told,Suhaili,nsubj
told,Subway,nsubj
told,Star,dobj
told,Specialist,nsubj
told,Wabikaeru,nsubj
told,Slaughter,nsubj
told,Six,dobj
told,Singh,nsubj
told,Singapore,dobj
told,Shijian,nsubj
told,Sentinel,dobj
told,Tay,nsubj
told,Tee,dobj
told,Teh,nsubj
told,Telemundo,dobj
told,WGRZ,dobj
told,Vendor,nsubj
told,Vaishnaw,nsubj
told,Uchida,nsubj
told,UNON,dobj
told,Tuoqi,nsubj
told,Tun,nsubj
told,Travel,dobj
told,Tkachenko,nsubj
told,Titeca,nsubj
told,Tishby,nsubj
told,Times,dobj
told,Thorne,nsubj
told,Thomas,nsubj
told,They,nsubj
told,him,dobj
told,investors,dobj
told,judge,nsubj
tolerate,We,nsubj
tolerated,Diego,nsubj
tolerate,situation,dobj
tolerate,it,nsubj
tolerate,harassment,dobj
tolerate,government,nsubj
tolerate,form,dobj
tolerate,activity,dobj
tolerate,UK,nsubj
told,that,dobj
told,woman,dobj
told,witness,nsubj
told,wife,nsubj
told,who,nsubj
told,villager,nsubj
told,us,dobj
told,them.us,dobj
tolerated,surgery,dobj
took,-,nsubj
took,413,nsubj
took,75,nsubj
took,OCBC,nsubj
took,League,nsubj
took,Jamie,nsubj
took,It,nsubj
took,Investigators,nsubj
took,I,nsubj
took,Holding,nsubj
took,Haugen,nsubj
took,Clinic,dobj
took,Chuan,nsubj
took,CMA,nsubj
took,Brookes,nsubj
took,Art,dobj
took,Airport,nsubj
took,Adam,nsubj
told,them,dobj
told,television,dobj
told,jury,dobj
told,minister,nsubj
told,old,nsubj
told,officials,nsubj
told,official,nsubj
told,officer,nsubj
told,neurologist,nsubj
told,mother,nsubj
told,ministry,nsubj
told,members,dobj
told,student,nsubj
told,member,nsubj
told,media,dobj
told,me,dobj
told,man,nsubj
told,leaders,dobj
told,lawyer,nsubj
told,lawmakers,dobj
told,outlet,dobj
told,pair,dobj
told,parents,dobj
told,parliament,dobj
